__lineyka_row_id,agency_full,population,Percent_Change,YTD_Range,Last Updated
567,"Peabody, Massachusetts",53841,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
568,"Petaluma, California",58099,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
569,"Pinal County, Arizona",229832,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
570,"Pittsfield, Massachusetts",43078,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
571,"Plymouth, Minnesota",77576,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
572,"Pocatello, Idaho",58390,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
573,"Porterville, California",63165,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
574,"Prescott Valley, Arizona",50166,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
575,"Pueblo, Colorado",111240,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
576,"Quincy, Massachusetts",102465,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
577,"Redlands, California",74147,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
578,"Redmond, Washington",78496,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
579,"Redondo Beach, California",67742,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
580,"Revere, Massachusetts",57132,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
581,"Richland, Washington",63816,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
582,"Rocklin, California",74876,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
583,"Rockwall, Texas",53433,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
584,"San Mateo, California",98883,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
585,"San Rafael, California",59400,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
586,"Sandy, Utah",91132,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
587,"Santa Clara, California",126452,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
588,"Santa Cruz, California",61754,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
589,"Saratoga Springs, Utah",56039,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
590,"Sarpy County, Nebraska",98019,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
591,"Shawnee, Kansas",70098,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
592,"Skokie, Illinois",64417,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
593,"Smyrna, Tennessee",58096,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
594,"Somerville, Massachusetts",79513,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
595,"South Jordan, Utah",86444,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
596,"South San Francisco, California",62205,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
597,"St Peters, Missouri",58937,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
598,"Stamford, Connecticut",136512,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
599,"State College, Pennsylvania",58532,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
600,"Stratford, Connecticut",52596,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
601,"Taunton, Massachusetts",60356,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
602,"Temple, Texas",93073,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
603,"Tigard, Oregon",56142,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
604,"Tinley Park, Illinois",53528,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
605,"Twin Falls, Idaho",55447,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
606,"Wake Forest, North Carolina",52609,-100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
607,"Waltham, Massachusetts",63797,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
608,"Warwick, Rhode Island",83369,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
609,"Washington County, Oregon",239309,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
610,"Washtenaw County, Michigan",161396,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
611,"Waukesha, Wisconsin",70095,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
612,"Wayne Township, New Jersey",52317,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
613,"West Bloomfield Township, Michigan",64904,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
614,"West Chester Township, Ohio",62860,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
615,"West Des Moines, Iowa",71674,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
616,"West Hartford, Connecticut",64423,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
617,"West Haven, Connecticut",54791,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
618,"West New York, New Jersey",51884,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
619,"Westfield, Indiana",58858,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
620,"Weymouth, Massachusetts",57725,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
621,"Will County, Illinois",104475,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
622,"Woodbury, Minnesota",80153,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
623,"Wright County, Minnesota",129359,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
624,"Wylie, Texas",62539,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
625,"Yavapai County, Arizona",97526,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
626,"Yorba Linda, California",66477,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
