__lineyka_row_id,agency_full,#_of_agencies,population,crime_type,YTD,PrevYTD,Percent_Change,YTD_Range,Last Updated
537,"Broomfield, Colorado",1,77072,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
538,"Buckeye, Arizona",1,112048,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
539,"Buena Park, California",1,81753,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
540,"Burbank, California",1,102345,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
541,"Canton, Ohio",1,69164,Murders,0,2,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
542,"Carmel, Indiana",1,103013,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
543,"Casa Grande, Arizona",1,63228,Murders,0,3,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
544,"Castle Rock, Colorado",1,83546,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
545,"Chapel Hill, North Carolina",1,65066,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
546,"Cherry Hill Township, New Jersey",1,78082,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
547,"Cicero, Illinois",1,80455,Murders,0,4,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
548,"Clifton, New Jersey",1,88361,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
549,"Collierville, Tennessee",1,51686,Murders,0,0,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
550,"Colonie Town, New York",1,80724,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
551,"Comal County, Texas",1,94653,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
552,"Coon Rapids, Minnesota",1,62391,Murders,0,4,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
553,"Corvallis, Oregon",1,61474,Murders,0,1,-100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
554,"Daly City, California",1,97774,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
555,"Davis, California",1,67193,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
556,"Des Plaines, Illinois",1,57672,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
557,"Draper, Utah",1,50588,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
558,"Dublin, Ohio",1,48827,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
559,"Dubuque, Iowa",1,58492,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
560,"Dunwoody, Georgia",1,52505,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
561,"Eagan, Minnesota",1,66943,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
562,"East Hartford, Connecticut",1,50625,Murders,0,3,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
563,"Eden Prairie, Minnesota",1,61645,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
564,"Edinburg, Texas",1,106137,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
565,"Evanston, Illinois",1,74413,Murders,0,0,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
566,"Everett, Massachusetts",1,49740,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
567,"Fairfield, Connecticut",1,63588,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
568,"Farmington Hills, Michigan",1,82223,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
569,"Fishers, Indiana",1,103247,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
570,"Flagstaff, Arizona",1,75343,Murders,0,2,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
571,"Flower Mound, Texas",1,79513,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
572,"Fountain Valley, California",1,55419,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
573,"Framingham, Massachusetts",1,70624,Murders,0,0,0.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
574,"Fremont, California",1,220775,Murders,0,0,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
575,"Fullerton, California",1,139131,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
576,"Gilroy, California",1,57331,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
577,"Grand Forks, North Dakota",1,58470,Murders,0,3,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
578,"Grand Island, Nebraska",1,52264,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
579,"Grand Junction, Colorado",1,69240,Murders,0,3,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
580,"Grapevine, Texas",1,51458,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
581,"Green Township, Ohio",1,59277,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
582,"Greenwich, Connecticut",1,63777,Murders,0,0,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
583,"Hamden, Connecticut",1,60691,Murders,0,1,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
584,"Hanover County, Virginia",1,106595,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
585,"Harrisonburg, Virginia",1,50928,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
586,"Haverford, Pennsylvania",1,50505,Murders,0,0,0.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
587,"Haverhill, Massachusetts",1,67133,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
588,"Hays County, Texas",1,130433,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
589,"Hempstead Village, New York",1,58071,Murders,0,2,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
590,"Idaho Falls, Idaho",1,68662,Murders,0,2,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
591,"Iredell County, North Carolina",1,111895,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
592,"Irvine, California",1,316132,Murders,0,5,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
593,"Jefferson County, Colorado",1,194994,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
594,"Kentwood, Michigan",1,53979,Murders,0,1,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
595,"Kettering, Ohio",1,56633,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
596,"Kingsport, Tennessee",1,56522,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
597,"Kyle, Texas",1,63931,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
598,"Laguna Niguel, California",1,63502,Murders,0,0,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
599,"Lake Havasu City, Arizona",1,59720,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
600,"Lakeville, Minnesota",1,76929,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
601,"Lakewood, Ohio",1,49304,Murders,0,0,0.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
602,"Lancaster, Pennsylvania",1,57213,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
603,"Layton, Utah",1,82887,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
604,"Lincoln, California",1,53950,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
605,"Livermore, California",1,83155,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
606,"Livonia, Michigan",1,93042,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
607,"Longmont, Colorado",1,98444,Murders,0,1,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
608,"Lower Merion, Pennsylvania",1,64350,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
609,"Macomb County, Michigan",1,191695,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
610,"Malden, Massachusetts",1,64291,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
611,"Maple Grove, Minnesota",1,70729,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
612,"Marana, Arizona",1,57718,Murders,0,2,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
613,"Maricopa, Arizona",1,70355,Murders,0,0,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
614,"McAllen, Texas",1,145684,Murders,0,4,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
615,"Medford, Massachusetts",1,68280,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
616,"Meriden, Connecticut",1,60054,Murders,0,1,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
617,"Meridian, Idaho",1,135239,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
618,"Methuen, Massachusetts",1,53558,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
619,"Middletown, Ohio",1,51328,Murders,0,0,0.00%,Jan - Jul 2025,2025-12-16 15:08:46 EST
620,"Milpitas, California",1,76573,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
621,"Minnetonka, Minnesota",1,51791,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
622,"Missoula, Montana",1,78269,Murders,0,1,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
623,"Monterey Park, California",1,57419,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
624,"Moore, Oklahoma",1,63311,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
625,"Mooresville, North Carolina",1,53767,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
626,"Mount Pleasant, South Carolina",1,96320,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
627,"Mount Prospect, Illinois",1,53932,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
628,"Mount Vernon, New York",1,70812,Murders,0,3,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
629,"Murrieta, California",1,115037,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
630,"Nashua, New Hampshire",1,91145,Murders,0,0,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
631,"Newark, Ohio",1,51147,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
632,"Newport Beach, California",1,83392,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
633,"Newton, Massachusetts",1,86996,Murders,0,0,0.00%,Jan - Jun 2025,2025-12-16 15:08:46 EST
634,"Noblesville, Indiana",1,74211,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
635,"Normal, Illinois",1,52883,Murders,0,1,-100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
636,"North Bergen Township, New Jersey",1,59147,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
637,"Norwalk, Connecticut",1,91639,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
638,"Novato, California",1,51733,Murders,0,0,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
639,"Novi, Michigan",1,66482,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
640,"Oak Lawn, Illinois",1,55368,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
641,"Orem, Utah",1,94682,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
642,"Palo Alto, California",1,64855,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
643,"Peabody, Massachusetts",1,53841,Murders,0,0,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
644,"Petaluma, California",1,58099,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
645,"Pinal County, Arizona",1,229832,Murders,0,3,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
646,"Pittsfield, Massachusetts",1,43078,Murders,0,1,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
647,"Plymouth, Minnesota",1,77576,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
648,"Pocatello, Idaho",1,58390,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
649,"Porterville, California",1,63165,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
650,"Prescott Valley, Arizona",1,50166,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
651,"Pueblo, Colorado",1,111240,Murders,0,14,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
652,"Quincy, Massachusetts",1,102465,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
653,"Redlands, California",1,74147,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
654,"Redmond, Washington",1,78496,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
655,"Redondo Beach, California",1,67742,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
656,"Revere, Massachusetts",1,57132,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
657,"Richland, Washington",1,63816,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
658,"Rocklin, California",1,74876,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
659,"Rockwall, Texas",1,53433,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
660,"San Mateo, California",1,98883,Murders,0,5,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
661,"San Rafael, California",1,59400,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
662,"Sandy, Utah",1,91132,Murders,0,4,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
663,"Santa Clara, California",1,126452,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
664,"Santa Cruz, California",1,61754,Murders,0,3,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
665,"Saratoga Springs, Utah",1,56039,Murders,0,1,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
666,"Sarpy County, Nebraska",1,98019,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
667,"Shawnee, Kansas",1,70098,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
668,"Skokie, Illinois",1,64417,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
669,"Smyrna, Tennessee",1,58096,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
670,"Somerville, Massachusetts",1,79513,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
671,"South Jordan, Utah",1,86444,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
672,"South San Francisco, California",1,62205,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
673,"St Peters, Missouri",1,58937,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
674,"Stamford, Connecticut",1,136512,Murders,0,0,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
675,"State College, Pennsylvania",1,58532,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
676,"Stratford, Connecticut",1,52596,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
677,"Taunton, Massachusetts",1,60356,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
678,"Temple, Texas",1,93073,Murders,0,0,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
679,"Tigard, Oregon",1,56142,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
680,"Tinley Park, Illinois",1,53528,Murders,0,4,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
681,"Twin Falls, Idaho",1,55447,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
682,"Wake Forest, North Carolina",1,52609,Murders,0,2,-100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
683,"Waltham, Massachusetts",1,63797,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
684,"Warwick, Rhode Island",1,83369,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
685,"Washington County, Oregon",1,239309,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
686,"Washtenaw County, Michigan",1,161396,Murders,0,7,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
687,"Waukesha, Wisconsin",1,70095,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
688,"Wayne Township, New Jersey",1,52317,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
689,"West Bloomfield Township, Michigan",1,64904,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
690,"West Chester Township, Ohio",1,62860,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
691,"West Des Moines, Iowa",1,71674,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
692,"West Hartford, Connecticut",1,64423,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
693,"West Haven, Connecticut",1,54791,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
694,"West New York, New Jersey",1,51884,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
695,"Westfield, Indiana",1,58858,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
696,"Weymouth, Massachusetts",1,57725,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
697,"Will County, Illinois",1,104475,Murders,0,2,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
698,"Woodbury, Minnesota",1,80153,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
699,"Wright County, Minnesota",1,129359,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
700,"Wylie, Texas",1,62539,Murders,0,3,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
701,"Yavapai County, Arizona",1,97526,Murders,0,1,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
702,"Yorba Linda, California",1,66477,Murders,0,0,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
