__lineyka_row_id,agency_full,population,Percent_Change,YTD_Range,Last Updated
641,"Orem, Utah",94682,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
642,"Palo Alto, California",64855,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
643,"Peabody, Massachusetts",53841,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
644,"Petaluma, California",58099,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
645,"Pinal County, Arizona",229832,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
646,"Pittsfield, Massachusetts",43078,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
647,"Plymouth, Minnesota",77576,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
648,"Pocatello, Idaho",58390,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
649,"Porterville, California",63165,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
650,"Prescott Valley, Arizona",50166,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
651,"Pueblo, Colorado",111240,-100.00%,Jan - Feb 2025,2025-12-16 15:08:46 EST
652,"Quincy, Massachusetts",102465,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
653,"Redlands, California",74147,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
654,"Redmond, Washington",78496,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
655,"Redondo Beach, California",67742,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
656,"Revere, Massachusetts",57132,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
657,"Richland, Washington",63816,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
658,"Rocklin, California",74876,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
659,"Rockwall, Texas",53433,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
660,"San Mateo, California",98883,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
661,"San Rafael, California",59400,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
662,"Sandy, Utah",91132,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
663,"Santa Clara, California",126452,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
664,"Santa Cruz, California",61754,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
665,"Saratoga Springs, Utah",56039,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
666,"Sarpy County, Nebraska",98019,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
667,"Shawnee, Kansas",70098,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
668,"Skokie, Illinois",64417,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
669,"Smyrna, Tennessee",58096,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
670,"Somerville, Massachusetts",79513,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
671,"South Jordan, Utah",86444,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
672,"South San Francisco, California",62205,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
673,"St Peters, Missouri",58937,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
674,"Stamford, Connecticut",136512,0.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
675,"State College, Pennsylvania",58532,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
676,"Stratford, Connecticut",52596,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
677,"Taunton, Massachusetts",60356,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
678,"Temple, Texas",93073,0.00%,Jan - Jan 2025,2025-12-16 15:08:46 EST
679,"Tigard, Oregon",56142,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
680,"Tinley Park, Illinois",53528,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
681,"Twin Falls, Idaho",55447,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
682,"Wake Forest, North Carolina",52609,-100.00%,Jan - Aug 2025,2025-12-16 15:08:46 EST
683,"Waltham, Massachusetts",63797,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
684,"Warwick, Rhode Island",83369,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
685,"Washington County, Oregon",239309,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
686,"Washtenaw County, Michigan",161396,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
687,"Waukesha, Wisconsin",70095,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
688,"Wayne Township, New Jersey",52317,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
689,"West Bloomfield Township, Michigan",64904,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
690,"West Chester Township, Ohio",62860,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
691,"West Des Moines, Iowa",71674,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
692,"West Hartford, Connecticut",64423,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
693,"West Haven, Connecticut",54791,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
694,"West New York, New Jersey",51884,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
695,"Westfield, Indiana",58858,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
696,"Weymouth, Massachusetts",57725,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
697,"Will County, Illinois",104475,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
698,"Woodbury, Minnesota",80153,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
699,"Wright County, Minnesota",129359,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
700,"Wylie, Texas",62539,-100.00%,Jan - Sep 2025,2025-12-16 15:08:46 EST
701,"Yavapai County, Arizona",97526,-100.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
702,"Yorba Linda, California",66477,0.00%,Jan - Oct 2025,2025-12-16 15:08:46 EST
